SM Type,SM Group,SM Title,SM Description,SM Latitude,SM Longitude,SM Coordinates,smapsID,Niveau,Område,Storkunde,By,Adresse,Plads navn,post nr,KodeNøgle,Strømiddel,App,Ejendomskontakt,Dage,title,Bemærkning,SM Group 0,SM Group 1,SM Group 2,SM Group 3
Marker,VIP,201,,56.5461338,8.3038223,"56.5461338,8.3038223","smb98eab86",VIP,SkjernLemvigThistedMors,0,Lemvig,Storegade 1A,"Storegade 1A, 7620 Lemvig",7620,0,0,IngenApp,0,,201,7/11 butik 06:00-23:00,List Import,VIP
Marker,VIP,202,,56.5468911,8.2945368,"56.5468911,8.2945368","sm098461af",VIP,SkjernLemvigThistedMors,falck,Lemvig,Vangevej 8,Vangevej 8 Falck Lemvig,7620,0,0,IngenApp,0,,202,0,List Import,VIP
Marker,VIP,408,,57.0051941,8.6585959,"57.0051941,8.6585959","smeab2117f",VIP,SkjernLemvigThistedMors,Forsvaret Nord,Thisted,Adresse mangler,CF Thisted A,7700,0,0,KsForstas,0,,408,0,List Import,VIP
Marker,VIP,0,,55.6611434,8.5407668,"55.6611434,8.5407668","smc40e2584",VIP,SkjernLemvigThistedMors,Forsvaret Syd,Varde,Adresse mangler,Varde depot 495,6800,0,0,KsForstas,0,,0,0,List Import,VIP
Marker,VIP,0,,55.6102007,8.4706156,"55.6102007,8.4706156","smf3726b37",VIP,SkjernLemvigThistedMors,Forsvaret Syd,Varde,Hjertingvej 127,Varde Kaserne 491,6800,0,0,KsForstas,0,,0,0,List Import,VIP
Marker,VIP,409,,57.0051941,8.6585959,"57.0051941,8.6585959","sma83b5df8",VIP,SkjernLemvigThistedMors,Forsvaret Nord,Thisted,Adresse mangler,"CF Thisted, Øvelsesplads A",7700,0,0,KsForstas,0,,409,0,List Import,VIP
Marker,VIP,501,,57.1179329,8.6177427,"57.1179329,8.6177427","smda79fbc8",VIP,SkjernLemvigThistedMors,Forsvaret Nord,Hanstholm,Molevej 19,Hanstholm lejeren og øvelsesplads,7730,0,0,KsForstas,0,,501,0,List Import,VIP
Line,BDK Varde,Overlay,,55.615455041,8.483370837,"55.615455041,8.483370837 55.615454987,8.483370886 55.615454827,8.48337103 55.615454567,8.483371266 55.615454212,8.483371587 55.615453766,8.48337199 55.615453236,8.48337247 55.615452625,8.483373022 55.615451938,8.483373643 55.615451182,8.483374327 55.61545036,8.48337507 55.615449479,8.483375867 55.615448542,8.483376714 55.615447554,8.483377607 55.615446522,8.483378541 55.61544545,8.48337951 55.615444342,8.483380512 55.615443205,8.483381541 55.615442042,8.483382592 55.615440859,8.483383661 55.615439662,8.483384745 55.615438454,8.483385837 55.615437241,8.483386933 55.615436028,8.48338803 55.61543482,8.483389122 55.615433623,8.483390206 55.61543244,8.483391275 55.615431277,8.483392326 55.61543014,8.483393355 55.615429032,8.483394357 55.61542796,8.483395326 55.615426928,8.48339626 55.61542594,8.483397153 55.615425004,8.483398 55.615424122,8.483398797 55.6154233,8.48339954 55.615422544,8.483400224 55.615421857,8.483400845 55.615421246,8.483401397 55.615420716,8.483401877 55.61542027,8.48340228 55.615419915,8.483402601 55.615419655,8.483402837 55.615419495,8.483402981 55.615419441,8.48340303 55.615419441,8.48340303 55.615420419,8.483405944 55.615423292,8.483414508 55.615427971,8.483428453 55.615434364,8.483447509 55.615442383,8.483471408 55.615451936,8.48349988 55.615462933,8.483532656 55.615475284,8.483569468 55.615488898,8.483610046 55.615503686,8.483654122 55.615519557,8.483701426 55.615536421,8.483751689 55.615554188,8.483804642 55.615572767,8.483860017 55.615592068,8.483917544 55.615612001,8.483976954 55.615632476,8.484037978 55.615653401,8.484100348 55.615674688,8.484163793 55.615696246,8.484228046 55.615717984,8.484292836 55.615739812,8.484357896 55.615761641,8.484422956 55.615783379,8.484487746 55.615804936,8.484551999 55.615826223,8.484615444 55.615847149,8.484677814 55.615867623,8.484738838 55.615887556,8.484798248 55.615906857,8.484855775 55.615925436,8.48491115 55.615943202,8.484964103 55.615960066,8.485014366 55.615975937,8.48506167 55.615990725,8.485105746 55.616004339,8.485146324 55.61601669,8.485183136 55.616027687,8.485215912 55.61603724,8.485244384 55.616045258,8.485268283 55.616051651,8.485287339 55.61605633,8.485301284 55.616059203,8.485309848 55.616060181,8.485312762 55.616060181,8.485312762 55.616060232,8.485312705 55.616060381,8.485312536 55.616060625,8.485312262 55.616060957,8.485311887 55.616061374,8.485311418 55.616061871,8.485310858 55.616062443,8.485310213 55.616063085,8.485309489 55.616063793,8.485308692 55.616064562,8.485307825 55.616065388,8.485306895 55.616066265,8.485305907 55.616067189,8.485304865 55.616068155,8.485303777 55.616069159,8.485302645 55.616070196,8.485301477 55.616071261,8.485300277 55.616072349,8.485299051 55.616073456,8.485297804 55.616074577,8.48529654 55.616075708,8.485295266 55.616076843,8.485293987 55.616077978,8.485292708 55.616079109,8.485291434 55.61608023,8.48529017 55.616081337,8.485288923 55.616082425,8.485287697 55.61608349,8.485286497 55.616084527,8.485285329 55.616085531,8.485284197 55.616086497,8.485283109 55.616087421,8.485282067 55.616088298,8.485281079 55.616089124,8.485280149 55.616089893,8.485279282 55.616090601,8.485278485 55.616091243,8.485277761 55.616091815,8.485277116 55.616092312,8.485276556 55.616092729,8.485276087 55.616093061,8.485275712 55.616093305,8.485275438 55.616093454,8.485275269 55.616093505,8.485275212 55.616093505,8.485275212 55.616092529,8.48527231 55.616089663,8.485263782 55.616084995,8.485249896 55.616078617,8.48523092 55.616070618,8.485207122 55.616061088,8.48517877 55.616050117,8.485146132 55.616037795,8.485109475 55.616024213,8.485069068 55.61600946,8.485025178 55.615993627,8.484978073 55.615976803,8.484928022 55.615959079,8.484875292 55.615940544,8.48482015 55.615921288,8.484762866 55.615901403,8.484703706 55.615880977,8.484642939 55.615860101,8.484580832 55.615838864,8.484517654 55.615817358,8.484453672 55.615795671,8.484389154 55.615773894,8.484324369 55.615752118,8.484259583 55.615730431,8.484195065 55.615708924,8.484131083 55.615687688,8.484067905 55.615666812,8.484005798 55.615646385,8.483945031 55.6156265,8.483885871 55.615607244,8.483828587 55.615588709,8.483773445 55.615570985,8.483720715 55.61555416,8.483670664 55.615538327,8.483623559 55.615523574,8.483579669 55.615509991,8.483539262 55.61549767,8.483502605 55.615486699,8.483469967 55.615477168,8.483441615 55.615469169,8.483417817 55.615462791,8.483398841 55.615458123,8.483384955 55.615455257,8.483376427 55.615454281,8.483373525","sm031bf8de",,,,,,,,,,,,,,,BDK Varde
Line,BDK Varde,Overlay,,55.615661803,8.484003844,"55.615661803,8.484003844 55.615661761,8.484003901 55.615661639,8.48400407 55.61566144,8.484004344 55.615661168,8.484004719 55.615660827,8.484005189 55.61566042,8.484005748 55.615659952,8.484006393 55.615659427,8.484007117 55.615658847,8.484007915 55.615658218,8.484008781 55.615657543,8.484009711 55.615656825,8.4840107 55.615656069,8.484011741 55.615655278,8.48401283 55.615654457,8.484013961 55.615653609,8.484015129 55.615652738,8.484016329 55.615651847,8.484017555 55.615650941,8.484018803 55.615650024,8.484020066 55.615649099,8.48402134 55.61564817,8.484022619 55.615647241,8.484023899 55.615646316,8.484025173 55.615645399,8.484026436 55.615644493,8.484027684 55.615643602,8.48402891 55.615642731,8.48403011 55.615641883,8.484031278 55.615641062,8.484032409 55.615640271,8.484033498 55.615639515,8.484034539 55.615638797,8.484035528 55.615638122,8.484036458 55.615637493,8.484037324 55.615636913,8.484038122 55.615636388,8.484038846 55.61563592,8.484039491 55.615635513,8.48404005 55.615635172,8.48404052 55.6156349,8.484040895 55.615634701,8.484041169 55.615634579,8.484041338 55.615634537,8.484041395","sm4a6fc1a0",,,,,,,,,,,,,,,BDK Varde
Line,BDK Varde,Overlay,,55.615872353,8.484620753,"55.615872353,8.484620753 55.615872307,8.484620798 55.615872171,8.48462093 55.61587195,8.484621146 55.615871647,8.48462144 55.615871268,8.484621809 55.615870817,8.484622249 55.615870297,8.484622756 55.615869713,8.484623324 55.615869069,8.484623951 55.61586837,8.484624632 55.615867619,8.484625363 55.615866822,8.48462614 55.615865982,8.484626958 55.615865104,8.484627813 55.615864191,8.484628702 55.615863249,8.48462962 55.615862281,8.484630562 55.615861291,8.484631526 55.615860285,8.484632506 55.615859265,8.484633499 55.615858238,8.4846345 55.615857206,8.484635505 55.615856173,8.48463651 55.615855146,8.484637511 55.615854126,8.484638504 55.61585312,8.484639484 55.61585213,8.484640448 55.615851162,8.48464139 55.61585022,8.484642308 55.615849307,8.484643197 55.615848429,8.484644052 55.615847589,8.48464487 55.615846792,8.484645647 55.615846041,8.484646378 55.615845342,8.484647059 55.615844698,8.484647686 55.615844114,8.484648254 55.615843594,8.484648761 55.615843143,8.484649201 55.615842764,8.48464957 55.615842461,8.484649864 55.61584224,8.48465008 55.615842104,8.484650212 55.615842058,8.484650257","sme20862e8",,,,,,,,,,,,,,,BDK Varde
Line,BDK Varde,Overlay,,55.615923854,8.484906408,"55.615923854,8.484906408 55.615923796,8.484906486 55.615923626,8.484906714 55.61592335,8.484907086 55.615922972,8.484907595 55.615922498,8.484908233 55.615921934,8.484908992 55.615921284,8.484909867 55.615920554,8.484910849 55.615919749,8.484911932 55.615918875,8.484913108 55.615917937,8.484914371 55.61591694,8.484915712 55.61591589,8.484917125 55.615914792,8.484918603 55.615913651,8.484920138 55.615912473,8.484921723 55.615911263,8.484923352 55.615910027,8.484925016 55.615908768,8.484926709 55.615907494,8.484928424 55.61590621,8.484930153 55.61590492,8.484931889 55.615903629,8.484933625 55.615902345,8.484935354 55.615901071,8.484937069 55.615899812,8.484938762 55.615898576,8.484940426 55.615897366,8.484942055 55.615896188,8.48494364 55.615895047,8.484945175 55.615893949,8.484946653 55.615892899,8.484948066 55.615891902,8.484949407 55.615890964,8.48495067 55.61589009,8.484951846 55.615889285,8.484952929 55.615888555,8.484953911 55.615887905,8.484954786 55.615887341,8.484955545 55.615886867,8.484956183 55.615886489,8.484956692 55.615886213,8.484957064 55.615886043,8.484957292 55.615885985,8.48495737 55.615885985,8.48495737 55.615885962,8.484957501 55.615885894,8.484957886 55.615885783,8.484958513 55.615885632,8.484959369 55.615885443,8.484960443 55.615885217,8.484961723 55.615884957,8.484963196 55.615884665,8.48496485 55.615884343,8.484966674 55.615883993,8.484968655 55.615883618,8.484970781 55.61588322,8.48497304 55.6158828,8.48497542 55.61588236,8.484977909 55.615881904,8.484980494 55.615881433,8.484983164 55.615880949,8.484985907 55.615880454,8.48498871 55.615879951,8.484991561 55.615879441,8.484994449 55.615878928,8.484997361 55.615878412,8.485000285 55.615877895,8.485003209 55.615877382,8.485006121 55.615876872,8.485009009 55.615876369,8.48501186 55.615875874,8.485014663 55.61587539,8.485017406 55.615874919,8.485020076 55.615874463,8.485022661 55.615874023,8.48502515 55.615873603,8.48502753 55.615873205,8.485029789 55.61587283,8.485031915 55.61587248,8.485033896 55.615872158,8.48503572 55.615871866,8.485037374 55.615871606,8.485038847 55.61587138,8.485040127 55.615871191,8.485041201 55.61587104,8.485042057 55.615870929,8.485042684 55.615870861,8.485043069 55.615870838,8.4850432 55.615870838,8.4850432 55.615872026,8.485045754 55.615875518,8.48505326 55.615881203,8.485065481 55.615888972,8.485082182 55.615898715,8.485103126 55.615910323,8.485128079 55.615923685,8.485156805 55.615938693,8.485189067 55.615955237,8.48522463 55.615973206,8.485263258 55.615992491,8.485304715 55.616012983,8.485348766 55.616034571,8.485395174 55.616057147,8.485443705 55.6160806,8.485494122 55.616104821,8.485546189 55.6161297,8.485599671 55.616155127,8.485654331 55.616180993,8.485709935 55.616207188,8.485766246 55.616233602,8.485823029 55.616260126,8.485880048 55.61628665,8.485937066 55.616313065,8.485993849 55.61633926,8.48605016 55.616365125,8.486105764 55.616390553,8.486160424 55.616415431,8.486213906 55.616439652,8.486265973 55.616463105,8.48631639 55.61648568,8.486364921 55.616507268,8.486411329 55.61652776,8.48645538 55.616547045,8.486496837 55.616565014,8.486535465 55.616581557,8.486571028 55.616596565,8.48660329 55.616609927,8.486632016 55.616621535,8.486656969 55.616631278,8.486677913 55.616639046,8.486694614 55.616644731,8.486706835 55.616648223,8.486714341 55.616649411,8.486716895","sm722c6dfe",,,,,,,,,,,,,,,BDK Varde
Line,BDK Varde,Overlay,,55.616649411,8.486714212,"55.616649411,8.486714212 55.616650024,8.486715366 55.616651824,8.486718758 55.616654755,8.486724281 55.61665876,8.486731829 55.616663783,8.486741294 55.616669767,8.486752571 55.616676657,8.486765553 55.616684394,8.486780133 55.616692923,8.486796204 55.616702187,8.486813661 55.61671213,8.486832397 55.616722694,8.486852304 55.616733824,8.486873278 55.616745463,8.48689521 55.616757555,8.486917994 55.616770042,8.486941525 55.616782868,8.486965694 55.616795978,8.486990397 55.616809313,8.487015526 55.616822818,8.487040974 55.616836436,8.487066635 55.616850111,8.487092404 55.616863785,8.487118172 55.616877403,8.487143833 55.616890908,8.487169281 55.616904243,8.48719441 55.616917353,8.487219113 55.616930179,8.487243282 55.616942666,8.487266813 55.616954757,8.487289597 55.616966396,8.487311529 55.616977526,8.487332503 55.616988091,8.48735241 55.616998033,8.487371146 55.617007297,8.487388603 55.617015826,8.487404674 55.617023564,8.487419254 55.617030453,8.487432236 55.617036437,8.487443513 55.61704146,8.487452978 55.617045465,8.487460526 55.617048396,8.487466049 55.617050196,8.487469441 55.617050809,8.487470595","smca116fe0",,,,,,,,,,,,,,,BDK Varde
Line,BDK Varde,Overlay,,55.61651763,8.486433921,"55.61651763,8.486433921 55.616517761,8.486433737 55.616518144,8.486433196 55.616518769,8.486432314 55.616519623,8.48643111 55.616520694,8.486429599 55.61652197,8.4864278 55.616523439,8.486425728 55.616525089,8.486423402 55.616526907,8.486420837 55.616528882,8.486418051 55.616531002,8.486415062 55.616533255,8.486411885 55.616535628,8.486408538 55.616538109,8.486405038 55.616540687,8.486401403 55.61654335,8.486397648 55.616546084,8.486393791 55.616548879,8.486389849 55.616551723,8.486385839 55.616554602,8.486381778 55.616557505,8.486377683 55.616560421,8.486373572 55.616563337,8.48636946 55.61656624,8.486365365 55.616569119,8.486361304 55.616571963,8.486357294 55.616574758,8.486353352 55.616577492,8.486349495 55.616580155,8.48634574 55.616582733,8.486342105 55.616585214,8.486338605 55.616587587,8.486335258 55.61658984,8.486332081 55.61659196,8.486329092 55.616593935,8.486326306 55.616595753,8.486323741 55.616597403,8.486321415 55.616598872,8.486319343 55.616600148,8.486317544 55.616601219,8.486316033 55.616602073,8.486314829 55.616602698,8.486313947 55.616603081,8.486313406 55.616603212,8.486313222 55.616603212,8.486313222 55.616603077,8.486312852 55.616602679,8.486311763 55.616602032,8.486309991 55.616601148,8.486307568 55.616600039,8.486304531 55.616598718,8.486300912 55.616597197,8.486296746 55.616595489,8.486292067 55.616593607,8.486286909 55.616591561,8.486281307 55.616589367,8.486275294 55.616587034,8.486268905 55.616584577,8.486262174 55.616582008,8.486255136 55.616579339,8.486247824 55.616576582,8.486240272 55.616573751,8.486232516 55.616570857,8.486224588 55.616567913,8.486216524 55.616564932,8.486208357 55.616561925,8.486200122 55.616558907,8.486191852 55.616555888,8.486183582 55.616552882,8.486175347 55.6165499,8.48616718 55.616546956,8.486159116 55.616544062,8.486151188 55.616541231,8.486143432 55.616538474,8.48613588 55.616535805,8.486128568 55.616533236,8.48612153 55.616530779,8.486114799 55.616528446,8.48610841 55.616526252,8.486102397 55.616524206,8.486096795 55.616522324,8.486091637 55.616520616,8.486086958 55.616519095,8.486082792 55.616517774,8.486079173 55.616516665,8.486076136 55.616515781,8.486073713 55.616515134,8.486071941 55.616514736,8.486070852 55.616514601,8.486070482","smd715a0bf",,,,,,,,,,,,,,,BDK Varde
Line,BDK Ejbjerg,Overlay,,55.469811328,8.459719126,"55.469811328,8.459719126 55.469811318,8.459719212 55.469811287,8.459719465 55.469811237,8.459719876 55.469811169,8.459720438 55.469811083,8.459721143 55.469810981,8.459721983 55.469810864,8.459722949 55.469810732,8.459724035 55.469810586,8.459725232 55.469810428,8.459726532 55.469810259,8.459727927 55.469810079,8.45972941 55.469809889,8.459730971 55.469809691,8.459732605 55.469809485,8.459734301 55.469809272,8.459736054 55.469809053,8.459737854 55.46980883,8.459739693 55.469808602,8.459741564 55.469808372,8.45974346 55.46980814,8.459745371 55.469807907,8.459747289 55.469807674,8.459749208 55.469807442,8.459751119 55.469807212,8.459753015 55.469806984,8.459754886 55.469806761,8.459756725 55.469806542,8.459758525 55.469806329,8.459760278 55.469806123,8.459761974 55.469805925,8.459763608 55.469805735,8.459765169 55.469805555,8.459766652 55.469805386,8.459768047 55.469805228,8.459769347 55.469805082,8.459770544 55.46980495,8.45977163 55.469804833,8.459772596 55.469804731,8.459773436 55.469804645,8.459774141 55.469804577,8.459774703 55.469804527,8.459775114 55.469804496,8.459775367 55.469804486,8.459775453","sm790507cc",,,,,,,,,,,,,,,BDK Ejbjerg
