SM Type,SM Group,SM Title,SM Description,SM Latitude,SM Longitude,SM Coordinates,smapsID,Plads navn,Adresse,post nr,By,Niveau,KodeNøgle,Strømiddel,App,Storkunde,Ejendomskontakt,Område,Dage,Status,title,Bemærkning,SM Group 0,SM Group 1,SM Group 2,SM Group 3,SM Group 4
Polygon,Ø25,Overlay,,56.555213426,9.110586559,"56.555213426,9.110586559 56.555263686,9.110593264 56.555291773,9.110595946 56.555317642,9.110578512 56.555340555,9.110542302 56.555353861,9.110506092 56.555369382,9.110461836 56.555374556,9.110412215 56.555385643,9.110089009 56.555410034,9.110051458 56.555411512,9.109958921 56.555398208,9.109953557 56.555400425,9.109873091 56.555391556,9.109874432 56.555392295,9.10982347 56.555342774,9.109828834 56.555339078,9.109842245 56.5553376,9.109848951 56.555330948,9.110350524 56.555324296,9.110428308 56.555300644,9.110488658 56.555262948,9.110508774 56.555218601,9.110500728 56.555213426,9.110586559","smf9c966d7",,,,,,,,,,,,,,,,Skive,Pladser,Kristian Scherphof,Ø25
Polygon,Ø10,Overlay,,56.579629264,9.135146205,"56.579629264,9.135146205 56.579002883,9.134963815 56.578692643,9.134888713 56.578630595,9.135028188 56.578568547,9.135435884 56.578506499,9.135553901 56.578281942,9.135881131 56.578273077,9.136004512 56.578234666,9.136004512 56.57824944,9.135865037 56.578226541,9.135862355 56.57823836,9.135537808 56.578257566,9.135537808 56.578263475,9.135438566 56.578400869,9.135465388 56.57841121,9.135443931 56.578462918,9.13545466 56.578480646,9.13543052 56.578488032,9.135301774 56.578520534,9.135301774 56.578551558,9.135240083 56.578567809,9.135092561 56.578564854,9.135014777 56.578219155,9.134987955 56.578222109,9.134942358 56.578114262,9.134907489 56.578100966,9.134961133 56.578064032,9.134947722 56.5780596,9.135057693 56.578038917,9.135044282 56.578028575,9.135234718 56.577994596,9.135226672 56.577950274,9.135218626 56.577959139,9.135028189 56.577936978,9.135030872 56.577935501,9.13506574 56.577951752,9.135063058 56.577942888,9.13529641 56.577817311,9.135277635 56.577818789,9.135242766 56.577802538,9.135242766 56.577808447,9.135105973 56.577809924,9.134996003 56.577870497,9.134987956 56.577888225,9.134636587 56.577889702,9.134590989 56.57786311,9.134542709 56.577839472,9.134515887 56.577764126,9.134443468 56.577657755,9.134376413 56.577552862,9.134322769 56.577462741,9.134293265 56.577382962,9.134271807 56.577295796,9.134261079 56.57690724,9.134258396 56.576854053,9.13429863 56.576812686,9.134405918 56.576763931,9.134076006 56.576812686,9.134148426 56.576846666,9.134180613 56.577297273,9.134207435 56.577411031,9.134220846 56.577570589,9.134285219 56.577808446,9.134424694 56.577957661,9.134526617 56.578068463,9.134588308 56.578205858,9.134679503 56.578346206,9.134751923 56.578609174,9.134778744 56.578609174,9.134778744 56.578650539,9.134792155 56.579629264,9.135146205","sm8d3ef401",,,,,,,,,,,,,,,,Skive,Pladser,Kristian Scherphof,Ø10
Polygon,Ø09,Overlay,,56.588135344,9.137749289,"56.588135344,9.137749289 56.588086604,9.13799337 56.588058542,9.138025557 56.587910844,9.138036285 56.587913798,9.13817576 56.587707021,9.138165032 56.587699636,9.13816369 56.587699636,9.138030921 56.587726222,9.137988005 56.587882782,9.137990688 56.588051157,9.137988005 56.588108756,9.137742584 56.588135344,9.137749289","sm671391e4",,,,,,,,,,,,,,,,Skive,Pladser,Kristian Scherphof,Ø09
Polygon,Ø08,Overlay,,56.59794262,9.199484352,"56.59794262,9.199484352 56.597917518,9.199466917 56.597902014,9.199528608 56.597839997,9.199474964 56.597867314,9.199379745 56.597884295,9.199355605 56.597918995,9.199244294 56.59796403,9.199293915 56.597944097,9.199371699 56.597965507,9.199393156 56.59794262,9.199484352","sm138c91b4",,,,,,,,,,,,,,,,Skive,Pladser,Kristian Scherphof,Ø08
Polygon,Ø08,Overlay,,56.597805295,9.201152682,"56.597805295,9.201152682 56.597843686,9.201160729 56.597840733,9.201246559 56.597879124,9.201262653 56.597890937,9.201182186 56.597955907,9.201200962 56.597948524,9.201276064 56.598013493,9.201292157 56.598022353,9.201187551 56.598068128,9.20119828 56.598099136,9.200922013 56.598009803,9.200888485 56.597991346,9.200909943 56.597969197,9.201104403 56.597816371,9.201045394 56.597805295,9.201152682","sm44b39467",,,,,,,,,,,,,,,,Skive,Pladser,Kristian Scherphof,Ø08
Polygon,Ø13,Overlay,,56.598267462,9.215886054,"56.598267462,9.215886054 56.598266724,9.215741215 56.598299208,9.215741215 56.598308068,9.215729145 56.598320619,9.215684888 56.598331694,9.215912876 56.598322834,9.215887395 56.598304377,9.215879349 56.598267462,9.215886054","sm4a13e3e1",,,,,,,,,,,,,,,,Skive,Pladser,Kristian Scherphof,Ø13
Polygon,Ø13,Overlay,,56.598434314,9.217956719,"56.598434314,9.217956719 56.598285919,9.217950013 56.598232763,9.217948672 56.598294041,9.217791763 56.598302162,9.217774329 56.598321357,9.217595962 56.598331693,9.217333105 56.598334646,9.217223135 56.598413643,9.217239228 56.598428408,9.217577186 56.598440959,9.217760918 56.598447604,9.217869547 56.598447604,9.217869547 56.598443912,9.217900392 56.598434314,9.217956719","sm272a92cb",,,,,,,,,,,,,,,,Skive,Pladser,Kristian Scherphof,Ø13
Polygon,Ø20,Overlay,,56.479934044,9.228662254,"56.479934044,9.228662254 56.479945893,9.22841549 56.479956262,9.228289427 56.479998476,9.228206278 56.480039949,9.228192867 56.48009105,9.228215666 56.480116971,9.228247852 56.48014067,9.228288085 56.480231762,9.228298814 56.480237687,9.228267969 56.480256202,9.22826931 56.480261386,9.228112401 56.480082163,9.228100331 56.480037727,9.228108377 56.479986626,9.22814727 56.479945893,9.22820896 56.479922194,9.228294791 56.479910345,9.228422196 56.479894051,9.228662254 56.479894792,9.228662254 56.479934044,9.228662254","sm981c901f",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,Ø20
Polygon,Ø18,Overlay,,56.478965335,9.229732453,"56.478965335,9.229732453 56.478946079,9.229783415 56.478766849,9.22978878 56.478775737,9.230212569 56.478929785,9.230193793 56.478919417,9.229874611 56.478952004,9.229869246 56.47897126,9.229925572 56.478965335,9.229732453","smeb732845",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,Ø18
Polygon,Ø18,Overlay,,56.47904384,9.23135519,"56.47904384,9.23135519 56.479011253,9.231314957 56.478735743,9.231481254 56.478722412,9.231470525 56.478763887,9.230955541 56.478732781,9.23094213 56.478741668,9.230872392 56.478796474,9.230885803 56.478834986,9.230818748 56.478937191,9.230730235 56.478969779,9.230684638 56.478996441,9.230609536 56.47900829,9.230818748 56.478974222,9.23079729 56.478913492,9.230824112 56.47886313,9.230875074 56.478826099,9.230934083 56.478809805,9.231030643 56.478797955,9.231151342 56.478793512,9.231231808 56.47880388,9.231269359 56.478817211,9.231304228 56.478843874,9.231328368 56.478872017,9.231323003 56.478919417,9.231298863 56.47895941,9.231272041 56.478996441,9.231231808 56.479029028,9.231180846 56.47904384,9.23135519","sm3eb328f4",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,Ø18
Polygon,Ø19,Overlay,,56.479051244,9.231505393,"56.479051244,9.231505393 56.478858684,9.231636822 56.478826097,9.231784343 56.479074944,9.231819212 56.479051244,9.231505393","sm3b8aad6f",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,Ø19
Polygon,Ø19,Overlay,,56.47923936,9.233095943,"56.47923936,9.233095943 56.479280834,9.233074485 56.479117899,9.231191575 56.479073463,9.231196939 56.479141599,9.232055246 56.47923936,9.233095943","smaea6edd1",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,Ø19
Polygon,61,Overlay,,56.485205208,9.154705231,"56.485205208,9.154705231 56.485198543,9.154651586 56.484940851,9.154572461 56.484930484,9.154660974 56.485039337,9.154705231 56.484974173,9.155072693 56.484851995,9.155032461 56.484866805,9.154935901 56.484778685,9.154895668 56.484751287,9.155083423 56.485147454,9.155228262 56.485159301,9.155173277 56.48523261,9.155202781 56.485222984,9.15506733 56.485197067,9.155045872 56.485207434,9.15483666 56.485207434,9.15483666 56.485205208,9.154705231","sm9c891822",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,61
Polygon,57,Overlay,,56.485475641,9.151717338,"56.485475641,9.151717338 56.485503039,9.151655648 56.485577829,9.151677105 56.485598562,9.15147594 56.485505261,9.151441071 56.485475641,9.151717338","smf0878480",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,57
Polygon,24,Overlay,,56.485995461,9.146536652,"56.485995461,9.146536652 56.486072471,9.146574203 56.486045814,9.146641258 56.486210199,9.146815602 56.486230933,9.146775369 56.486260551,9.14678878 56.48622649,9.147148196 56.486288689,9.147172336 56.486333118,9.146713678 56.486362737,9.146676127 56.486407165,9.146724407 56.48647825,9.146525923 56.486442707,9.146483008 56.48646196,9.146426682 56.486177618,9.146104817 56.486073952,9.146367673 56.485995461,9.146536652","sm6668f829",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,24
Polygon,223,Overlay,,56.485842736,9.146796766,"56.485842736,9.146796766 56.485783497,9.146786037 56.485767947,9.146769944 56.485770169,9.146743121 56.485790902,9.146686795 56.48572574,9.146427962 56.48567983,9.146460148 56.485657615,9.146422598 56.485647989,9.146359566 56.485663539,9.146313968 56.485684273,9.14629251 56.485659837,9.146186563 56.485672425,9.146175834 56.485623553,9.146018925 56.48546805,9.146226796 56.485259972,9.146497701 56.485278485,9.146519159 56.485324395,9.146541957 56.485343648,9.146477584 56.485641324,9.146572803 56.485673165,9.146647905 56.485668722,9.146696184 56.48561911,9.146673385 56.4856043,9.146843706 56.485667982,9.14688528 56.485747213,9.146898691 56.485831626,9.146925514 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766 56.485842736,9.146796766","sm504ef756",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,223
Polygon,Plads,Overlay,,56.484143304,9.144584042,"56.484143304,9.144584042 56.484092209,9.14493407 56.483834508,9.144991738 56.483821179,9.144761068 56.483834508,9.144761068 56.483831546,9.144702059 56.484071474,9.144659144 56.484069253,9.144736928 56.484076658,9.144723517 56.484090727,9.144624275 56.484082581,9.144592089 56.484143304,9.144584042 56.484143304,9.144584042 56.484143304,9.144584042 56.484143304,9.144584042 56.484143304,9.144584042 56.484143304,9.144584042 56.484143304,9.144584042 56.484143304,9.144584042 56.484143304,9.144584042 56.484143304,9.144584042 56.484143304,9.144584042 56.484143304,9.144584042","sm85df110f",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,27,Plads
Polygon,59,Overlay,,56.482241111,9.148043922,"56.482241111,9.148043922 56.482107811,9.148517332 56.482055232,9.148698381 56.48202561,9.148824445 56.482130028,9.148857973 56.482193716,9.148363105 56.482267771,9.148396633 56.482288506,9.148273251 56.482377372,9.14830812 56.482367745,9.148375175 56.482466238,9.148416749 56.482512892,9.148151211 56.482241111,9.148043922","sm75afde8c",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,59
Polygon,64,Overlay,,56.479112588,9.153778172,"56.479112588,9.153778172 56.479085926,9.153869366 56.479306628,9.154046392 56.479262192,9.1542261 56.479303666,9.154263651 56.479251823,9.154462134 56.479279966,9.15448091 56.479389576,9.153987383 56.479392804,9.153985191 56.479391878,9.153984798 56.479391575,9.153984569 56.479391256,9.153984423 56.479388755,9.153982437 56.479386234,9.153980531 56.479385956,9.153980215 56.479385655,9.153979976 56.479383368,9.153977272 56.479381055,9.153974641 56.479376658,9.15396867 56.47937089,9.153962403 56.479370173,9.15396147 56.479369401,9.153960697 56.479360514,9.153949968 56.479359708,9.15394881 56.479358837,9.153947819 56.479353734,9.153940889 56.479345702,9.153931193 56.479344443,9.153929384 56.47934311,9.153927761 56.479338767,9.153921469 56.47932965,9.153913215 56.479322922,9.153936422 56.479112588,9.153778172","sm87917b3c",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,64
Polygon,71,Overlay,,56.477219575,9.150917673,"56.477219575,9.150917673 56.47717958,9.150855982 56.476690747,9.150904262 56.476345598,9.150949859 56.476280419,9.151062512 56.476275975,9.1512905 56.476419664,9.151255631 56.476440403,9.151067877 56.47647003,9.151078605 56.476476696,9.15118053 56.476513729,9.15120467 56.476512248,9.151523853 56.476464845,9.151523853 56.476444847,9.151729042 56.476435218,9.152134055 56.476307083,9.152095163 56.476307824,9.152022744 56.47631523,9.151820236 56.476393,9.151821577 56.476396704,9.151593589 56.476338191,9.151604318 56.476338932,9.15149703 56.47627005,9.151486301 56.476286344,9.151813531 56.476313008,9.151822918 56.476307824,9.152036154 56.476201167,9.152028107 56.476210796,9.151087993 56.476227091,9.150921696 56.476268568,9.150861346 56.476875912,9.150786246 56.477175137,9.150755398 56.477209947,9.150701754 56.477219575,9.150917673","sm6b1e0161",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,71
Polygon,225,Overlay,,56.478271545,9.149789884,"56.478271545,9.149789884 56.47824192,9.149768427 56.478217479,9.149722829 56.478067872,9.148018285 56.47806639,9.147858696 56.478101199,9.147748725 56.478097496,9.147586451 56.477993807,9.147570358 56.477942704,9.147703127 56.477940482,9.147721903 56.477960479,9.147805051 56.478005658,9.147854672 56.478017507,9.14787613 56.478118974,9.149030821 56.478181191,9.149741605 56.478149344,9.149812684 56.478271545,9.149789884","sm784ae7bd",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,225
Polygon,225,Overlay,,56.477389134,9.148429218,"56.477389134,9.148429218 56.477304701,9.148415807 56.477281,9.148482862 56.477081024,9.148209276 56.476989183,9.14808053 56.476889935,9.147951784 56.47686179,9.147906187 56.476755136,9.147831085 56.476806982,9.147552135 56.476915118,9.147629919 56.477365434,9.148203912 56.477335808,9.148292425 56.477408391,9.148375573 56.477389134,9.148429218","sme11e8553",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,225
Polygon,225,Overlay,,56.478071488,9.148468481,"56.478071488,9.148468481 56.478001868,9.148497985 56.47799298,9.148414837 56.477452313,9.148567722 56.47747157,9.148846672 56.478018162,9.148701833 56.478006312,9.148578451 56.478080375,9.148554311 56.478071488,9.148468481","sm6fcc4d81",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,225
Polygon,225,Overlay,,56.478046306,9.148162709,"56.478046306,9.148162709 56.477995943,9.14817612 56.477987055,9.14807956 56.477461201,9.148216353 56.477467126,9.148320959 56.477394543,9.148347781 56.477412318,9.14838265 56.47737973,9.14843093 56.477385655,9.148511396 56.478007793,9.14835851 56.477998905,9.148261951 56.478055194,9.14824854 56.478046306,9.148162709","sm1651647e",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,225
Polygon,Ø43,Overlay,,56.481230061,9.140952682,"56.481230061,9.140952682 56.481278939,9.140971457 56.481270052,9.14105997 56.481315968,9.141076063 56.481326335,9.14098755 56.481409279,9.141014373 56.481395949,9.141127025 56.481468525,9.141159212 56.481496666,9.14090172 56.481367807,9.140856122 56.481292269,9.140826618 56.481286345,9.140896355 56.481238948,9.140880262 56.481230061,9.140952682","sm79ec7395",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,Ø43
Polygon,Ø43,Overlay,,56.481038991,9.142781948,"56.481038991,9.142781948 56.481086388,9.142798041 56.481074539,9.142897283 56.481160445,9.142926787 56.481172294,9.142835592 56.481252276,9.142859732 56.481237465,9.14296702 56.481274493,9.142983113 56.481293748,9.142800723 56.481175257,9.142755126 56.481184143,9.142677342 56.481105643,9.142650519 56.481096756,9.142733668 56.481043434,9.142717575 56.481038991,9.142781948","sm96c4e29e",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,Ø43
Polygon,68,Overlay,,56.481083288,9.137445572,"56.481083288,9.137445572 56.481101062,9.137389246 56.481101062,9.137306097 56.481003306,9.13677502 56.481007749,9.136493388 56.481098099,9.136053505 56.481314347,9.135289076 56.481380997,9.135010127 56.481413582,9.134731177 56.481382478,9.13426179 56.481354337,9.133931878 56.481351375,9.133746806 56.481370629,9.133390072 56.481415064,9.133119169 56.481560215,9.132730249 56.481662414,9.132480801 56.481659452,9.132362784 56.481693518,9.132282317 56.481727584,9.132258177 56.48178831,9.132311822 56.481820894,9.132365466 56.481816451,9.132488848 56.481780904,9.13255054 56.481711291,9.132571997 56.481537999,9.132926049 56.481453576,9.133183542 56.481403218,9.13348395 56.481389888,9.133792404 56.481416548,9.134146456 56.481441727,9.134546105 56.481443211,9.134843829 56.481407664,9.135117415 56.481317314,9.135452691 56.48118253,9.13593817 56.481132171,9.136125925 56.481237333,9.136251989 56.481269918,9.136260035 56.481404702,9.13619298 56.481617986,9.136042777 56.482035661,9.135699454 56.482179328,9.135589483 56.482422229,9.135444644 56.482490359,9.135388317 56.482517019,9.135527792 56.482440002,9.135570707 56.482417786,9.135549249 56.48207417,9.135755779 56.481902361,9.135900619 56.481652051,9.136112513 56.481455062,9.136257352 56.481290656,9.136337819 56.481074408,9.13643706 56.481055153,9.136501433 56.481046267,9.136734786 56.481093663,9.137083473 56.481145503,9.137314143 56.481198825,9.137367787 56.481083288,9.137445572","sm1a191ddc",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,68
Polygon,68,Overlay,,56.482635508,9.136332455,"56.482635508,9.136332455 56.482671054,9.136225167 56.4826518,9.135983768 56.482558492,9.135307851 56.482463702,9.13476068 56.48239261,9.134243014 56.482357063,9.13372803 56.482334847,9.132885816 56.482291895,9.132786575 56.482288933,9.132673922 56.482333366,9.132614913 56.482385204,9.132614913 56.482437043,9.132668557 56.482440005,9.132799986 56.482389648,9.132918003 56.482397053,9.133534911 56.48241927,9.133998933 56.482511098,9.134725812 56.482601444,9.135297123 56.482660688,9.135667268 56.482709564,9.136077646 56.482727337,9.136217121 56.482779175,9.136292223 56.482635508,9.136332455","smcc197444",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,68
Polygon,73,Overlay,,56.483090417,9.137036746,"56.483090417,9.137036746 56.48277939,9.137067592 56.482296554,9.137284851 56.482286927,9.137322402 56.482282484,9.13738007 56.482286187,9.137427008 56.4823047,9.137484676 56.48234469,9.13750211 56.482383199,9.137484676 56.482400231,9.137447125 56.482423188,9.137400186 56.482431334,9.137326426 56.482778651,9.137137331 56.482901581,9.137126602 56.48303784,9.137113191 56.483114115,9.137129284 56.483153363,9.137157447 56.483206681,9.13729424 56.483271108,9.137516864 56.483366636,9.137895055 56.483368728,9.137929158 56.483369377,9.137932179 56.483371475,9.137941043 56.483371693,9.137942227 56.483371969,9.13794337 56.483372176,9.137944849 56.483372443,9.137946296 56.48337255,9.137947528 56.48337272,9.137948738 56.483373288,9.137954912 56.48337381,9.137958224 56.483374776,9.13796114 56.483375172,9.137962596 56.483375622,9.137963999 56.483375847,9.137965075 56.483376128,9.137966108 56.483376386,9.137967661 56.483376702,9.137969179 56.483379664,9.137987955 56.48337981,9.137989286 56.483380017,9.13799059 56.483380424,9.137994277 56.483380723,9.137995631 56.483382182,9.138000032 56.483382835,9.138002435 56.483383496,9.13800483 56.483384977,9.138011536 56.483385113,9.138012339 56.483385299,9.138013108 56.483385561,9.138014982 56.483385874,9.138016829 56.483385935,9.138017662 56.483386049,9.138018476 56.483386461,9.138022948 56.483387198,9.138026288 56.483387334,9.138027088 56.483387519,9.138027853 56.483387782,9.138029731 56.483388096,9.138031582 56.483388157,9.138032411 56.48338827,9.138033221 56.483388358,9.138035151 56.4833885,9.13803707 56.483388484,9.138037906 56.483388523,9.13803874 56.483388523,9.138038911 56.4833891,9.138043683 56.483389143,9.138045248 56.48344143,9.138047944 56.483507337,9.138031851 56.483569541,9.138003688 56.483532513,9.137860183 56.483528811,9.137908463 56.483508816,9.137931262 56.483483639,9.137948696 56.483439207,9.137956743 56.483419953,9.137944673 56.483407364,9.137893711 56.48326222,9.13731033 56.483222232,9.13718695 56.483170394,9.137091731 56.483090417,9.137036746","sm0c415305",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,73
Polygon,73,Overlay,,56.483131147,9.137935289,"56.483131147,9.137935289 56.483059315,9.137954065 56.483002294,9.138011732 56.482948975,9.13810561 56.48284604,9.138279954 56.482787537,9.138337621 56.482745326,9.138359079 56.482721629,9.13834835 56.482689045,9.138301412 56.482646093,9.138288001 56.482616472,9.138293365 56.482595736,9.138332257 56.482578704,9.138380537 56.482572039,9.138431499 56.482583888,9.138494531 56.482610547,9.138536105 56.482640169,9.138552198 56.482667569,9.13854281 56.482714964,9.138479779 56.482816418,9.138401994 56.482870477,9.13834835 56.482948974,9.138200829 56.483032655,9.138046602 56.48309412,9.138003686 56.483137071,9.137992957 56.483191871,9.13801844 56.483234081,9.13850392 56.483327388,9.138483803 56.483322945,9.138415407 56.483265924,9.138392608 56.483255557,9.138363104 56.483233341,9.138037215 56.48338371,9.138046117 56.48338362,9.138045744 56.483383358,9.138043871 56.483383045,9.138042023 56.483382984,9.13804119 56.48338287,9.138040376 56.483383496,9.13800483 56.483383309,9.138003983 56.483381851,9.137999581 56.483375622,9.137963999 56.483374961,9.137961604 56.483367418,9.137944193 56.483367369,9.137943908 56.483367298,9.137943638 56.483366921,9.137941262 56.483366521,9.137938899 56.483366499,9.137938603 56.483366453,9.137938316 56.483336563,9.137963746 56.483341771,9.13799185 56.483340805,9.137988934 56.483340409,9.137987479 56.483339959,9.137986076 56.483339734,9.137984999 56.483339454,9.137983967 56.483339195,9.137982413 56.483338879,9.137980895 56.483337398,9.137971508 56.483337194,9.137969647 56.483336937,9.137967809 56.483336563,9.137963746 56.48333522,9.13795807 56.48333512,9.137957528 56.483334982,9.137957015 56.483334843,9.137956368 56.483131147,9.137935289","sm6ed3cd02",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,73
Polygon,58,Overlay,,56.486349409,9.150340024,"56.486349409,9.150340024 56.486589321,9.150409761 56.486573031,9.150570694 56.486525641,9.150551918 56.48650787,9.150728944 56.486681139,9.150782588 56.486701872,9.150629703 56.486645597,9.150605563 56.486661887,9.150441948 56.486715201,9.150466088 56.486731491,9.150356117 56.486358295,9.1502381 56.486358295,9.1502381 56.486358295,9.150243464 56.486349409,9.150340024","sm41357b1d",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,58
Polygon,47,Overlay,,56.486119862,9.151359262,"56.486119862,9.151359262 56.486090243,9.15161139 56.485952514,9.151544335 56.485875504,9.152112963 56.486008791,9.152166607 56.4859925,9.15223098 56.485956957,9.15227926 56.48591549,9.152300718 56.485893276,9.152453604 56.486106534,9.152550163 56.486094686,9.152649405 56.485823671,9.152517977 56.485831076,9.152391913 56.485835518,9.152107599 56.485847366,9.15181792 56.485810342,9.151815238 56.485874023,9.151268067 56.486119862,9.151359262","smf103a3df",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,47
Polygon,Plads,Overlay,,56.486263919,9.153052557,"56.486263919,9.153052557 56.486248369,9.15315314 56.48615581,9.153129 56.486141001,9.153095473 56.485854436,9.15300696 56.485806307,9.153106198 56.485767801,9.153538034 56.485731518,9.153525964 56.485818895,9.152522818 56.485869248,9.152550981 56.485839629,9.152717278 56.485837408,9.152871505 56.48585518,9.152919784 56.48585518,9.152919784 56.486159513,9.15301232 56.486226156,9.153039142 56.486263919,9.153052557","sme09b8d9f",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,55,Plads
Polygon,Plads,Overlay,,56.486092129,9.152646204,"56.486092129,9.152646204 56.48626392,9.152695825 56.4863898,9.152730692 56.486407571,9.152655591 56.486106198,9.152561713 56.486092129,9.152646204","sm6af14715",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,55,Plads
Polygon,Ø83 KUN VED SNE,Overlay,,56.487155657,9.150529502,"56.487155657,9.150529502 56.4871601,9.150314925 56.487182314,9.150175451 56.487149734,9.150148628 56.487222298,9.149877725 56.487260802,9.149926005 56.48730671,9.149794577 56.487266726,9.149740933 56.487361504,9.14942175 56.487493306,9.149569271 56.487469611,9.149649737 56.487435551,9.14960414 56.487225262,9.150258597 56.487213413,9.150521453 56.487197123,9.150583144 56.487155657,9.150529502","sme06dda50",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,Ø83 KUN VED SNE
Line,206,Overlay,,56.565371994,9.038735445,"56.565371994,9.038735445 56.565358693,9.038786407","sm9a88834f",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,206
Line,206,Overlay,,56.565499089,9.039084132,"56.565499089,9.039084132 56.565457709,9.039049264","sm825cbecf",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,206
Line,206,Overlay,,56.565513868,9.039207514,"56.565513868,9.039207514 56.565479877,9.039183374","sm08c5ff4c",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,206
Line,206,Overlay,,56.565961654,9.039132412,"56.565961654,9.039132412 56.56594392,9.039215561 56.565871506,9.039167281 56.565815348,9.039365764 56.565549336,9.039145823","sm3b81eccb",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,206
Polygon,206,Overlay,,56.565154749,9.039145822,"56.565154749,9.039145822 56.565187262,9.03914314 56.565117802,9.039397949 56.565864118,9.039907569 56.565864118,9.039907569 56.566113873,9.040081913 56.566280867,9.039403314 56.565964612,9.039116317 56.565951311,9.039105588 56.56592471,9.039210195 56.566072493,9.039344305 56.565881853,9.039175326 56.565821262,9.039400631 56.565538993,9.039169961 56.565527169,9.039220925 56.565475444,9.039180692 56.56549909,9.039086815 56.565323225,9.038928564 56.565383817,9.038679119 56.565314357,9.03862011 56.565206473,9.039043899 56.565191695,9.039000984 56.565154749,9.039145822","sm50ce54ad",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,206
Polygon,Ø45,Overlay,,56.566485009,9.028766591,"56.566485009,9.028766591 56.566346833,9.028640528 56.566303976,9.02877732 56.566333532,9.028806824 56.566291414,9.028958369 56.566210873,9.028877903 56.566340183,9.028541286 56.56650422,9.028698195 56.566485009,9.028766591","sm92015f7d",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,Ø45
Polygon,Ø05,Overlay,,56.567392924,9.029220273,"56.567392924,9.029220273 56.567409179,9.029237708 56.567377407,9.029349019 56.567624934,9.029468378 56.567653751,9.029361089 56.567690696,9.029358408 56.567700302,9.029315493 56.567627152,9.029222957 56.567633802,9.029185406 56.567491197,9.029025814 56.567447603,9.029147855 56.567438736,9.029174677 56.567417309,9.029149196 56.567392924,9.029220273","sme47125d2",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,Ø05
Polygon,207,Overlay,,56.568845538,9.026963226,"56.568845538,9.026963226 56.568815983,9.026949814 56.568795295,9.027032963 56.568818939,9.027066491 56.568796773,9.027125499 56.568699982,9.027031622 56.568780518,9.026756695 56.568699243,9.02667757 56.568702937,9.026646725 56.568647523,9.026593081 56.568674122,9.026493839 56.568719192,9.026534072 56.568742097,9.02643483 56.568803423,9.026512614 56.568791601,9.026645384 56.568824111,9.02673792 56.568875092,9.026794246 56.568850709,9.026877395 56.568866964,9.026894829 56.568845538,9.026963226","sm1031713d",,,,,,,,,,,,,,,,Skive,Pladser,Jack Larsen,207
