SM Group,SM Title,SM Description,SM Type,Line Color,Fill Color,SM Latitude,SM Longitude,SM Coordinates,smapsID,SM Group 0,SM Group 1,SM Group 2,SM Group 3,SM Group 4
208,Overlay,,Line,#1F49FF,,55.564645817,9.758775916,"55.564645817,9.758775916 55.56461624,9.758738365 55.56460259,9.758738365 55.564603348,9.758712884 55.564603348,9.758735683 55.564507036,9.758738365 55.564507794,9.758700814 55.564505519,9.758737024 55.564498694,9.758739706 55.564497936,9.758767869 55.564497936,9.758739706 55.56443575,9.758741047 55.56436598,9.758737024 55.564348537,9.758734341 55.564343987,9.758770551 55.564348537,9.758733 55.564311377,9.758695449 55.564301518,9.758680697 55.564232506,9.758777257 55.564302276,9.758679356 55.564271183,9.758628394 55.564229473,9.758627053 55.564258291,9.758628394 55.564255257,9.758399065 55.564239331,9.758393701 55.564256774,9.758396383 55.56425374,9.758116092 55.564237815,9.758117433 55.564252982,9.758118774 55.564256016,9.757988687 55.564234781,9.757939066","sme44dcd85",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,208
208,Overlay,,Line,#1F49FF,,55.564473667,9.758734341,"55.564473667,9.758734341 55.564401622,9.758590843 55.564435749,9.758530493 55.564401622,9.758593525 55.564378113,9.758555974 55.56430531,9.758678015 55.564378113,9.758555975 55.564256774,9.758340057 55.564343986,9.758495625 55.564409206,9.758395042 55.5644585,9.758494284","sm535de02f",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,208
208,Overlay,,Line,#1F49FF,,55.56480591,9.7587758,"55.56480591,9.7587758 55.56480583,9.75877592 55.5647573,9.7587719","smf675e9bc",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,208
208,Overlay,,Polygon,#1F49FF,,55.564718935,9.758393406,"55.564718935,9.758393406 55.564717625,9.758496886 55.564700419,9.758495627 55.564701177,9.75841382 55.564460018,9.758409797 55.564463051,9.75854793 55.564434992,9.758590846 55.56446381,9.758643149 55.564469118,9.758649854 55.564674635,9.758661924 55.56467691,9.75857207 55.564686769,9.758576094 55.56468601,9.758804081 55.564722412,9.758806764 55.564725445,9.758660583 55.56472772,9.758578776 55.564736062,9.758581458 55.564733787,9.758663265 55.564849816,9.758664607 55.564851333,9.758588164 55.564859675,9.758578776 55.56486195,9.758399068 55.564718935,9.758393406","smcddb113d",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,208
203,Overlay,,Line,#1F49FF,,55.563182643,9.757137852,"55.563182643,9.757137852 55.563249381,9.757161992 55.563303227,9.757284033 55.563186703,9.757319479 55.563190495,9.757155865","sma4d6ace2",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,203
203,Overlay,,Line,#1F49FF,,55.563082045,9.757151841,"55.563082045,9.757151841 55.563072944,9.757472365 55.563093421,9.757527351 55.563204904,9.757524668 55.563204904,9.757524668 55.563204146,9.757523327 55.563359126,9.757526798","smad160309",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,203
205,Overlay,,Line,#1F49FF,,55.563219312,9.75672403,"55.563219312,9.75672403 55.563376299,9.756728054","smb52f0ee8",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,205
206,Overlay,,Line,#1F49FF,,55.563210969,9.756726712,"55.563210969,9.756726712 55.56310176,9.75672403 55.563083559,9.756756216 55.563081284,9.757032484 55.563081284,9.757120997 55.563186701,9.757118315 55.563164707,9.756919831","smdcdc6a57",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,206
211,Overlay,,Line,#1F49FF,,55.563025866,9.754970934,"55.563025866,9.754970934 55.563026624,9.754718806 55.563018282,9.754696008 55.562824132,9.754701372","smdda8a3ef",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,211
210,Overlay,,Line,#1F49FF,,55.563259372,9.75450483,"55.563259372,9.75450483 55.563110727,9.754506171 55.563095559,9.754472644 55.563094801,9.75421247 55.563263164,9.754219175 55.563221452,9.754223198 55.563222211,9.754296959 55.56319415,9.754321099","smbed93364",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,210
209,Overlay,,Line,#1F49FF,,55.563269231,9.754223198,"55.563269231,9.754223198 55.563332935,9.754224539 55.563331418,9.75433585 55.563332935,9.754224539 55.563425458,9.754227221 55.5634247,9.754350603 55.563425458,9.754144072 55.56350834,9.754146571 55.563374864,9.754141207","smbf3ef526",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,209
209,Overlay,,Line,#1F49FF,,55.563266955,9.75450483,"55.563266955,9.75450483 55.563510398,9.754512876","sm90484b08",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,209
204,Overlay,,Line,#1F49FF,,55.563191252,9.753469169,"55.563191252,9.753469169 55.563278467,9.753479898 55.563283775,9.753604621 55.563283775,9.753604621 55.563283775,9.753604621 55.563275544,9.75409958","smdda45446",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,204
204,Overlay,,Line,#1F49FF,,55.563096564,9.754209551,"55.563096564,9.754209551 55.563094936,9.75360328 55.563094178,9.753443688","sm05040d99",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,204
230,Overlay,,Line,#1F49FF,,55.560989883,9.754664122,"55.560989883,9.754664122 55.560983815,9.754951118 55.561347861,9.754951118 55.561349378,9.754664122 55.561347861,9.754945753 55.561425221,9.754959165 55.561419153,9.755264936 55.560979264,9.755264936 55.560985332,9.754961847 55.560979264,9.755616306 55.561413086,9.75559753 55.561419153,9.75523275 55.561405501,9.755916713 55.56097168,9.755908667 55.560977747,9.755605577","sm23b5ed9c",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,230
